1347032517|~~|66.249.73.79|~~||~~|Mozilla/5.0|~~|66.249.73.79|~~|
1347032646|~~|113.180.107.202|~~||~~|Mozilla/5.0|~~|113.180.107.202|~~|
1347032723|~~|66.249.73.79|~~||~~|DoCoMo/2.0|~~|66.249.73.79|~~|
1347032758|~~|66.249.73.75|~~||~~|Mozilla/5.0|~~|66.249.73.75|~~|
